StudyYear,MeanDepth,PlotNumber,SurveyPeriod,DateSurveyPeriod,UniqueSurveyPlots,birds_number_all,pisc_number_all,birds_number_behavior,birds_time,birds_feeding_time,pisc_number_behavior,pisc_time,pisc_feeding_time,SiteArrivalTime,SiteDepartureTime,SurveyStartTime,SurveyEndTime,Sunrise_Sunset,AreaSearchStartTime,AreaSearchEndTime,TemperatureArrival_DegF,WindArrival_MPH,CloudCoverArrival_Percent,BarometricPressureArrival_Hg,BarometricPressure_Trend,TemperatureDeparture_DegF,WindDeparture_MPH,CloudCoverDeparture_Percent,MoonPhase_Percent,StartingDirection_Plot1_8,HuntDay,Weather,Machinery,Additional.Notes,NumBirds_North,NumBirds_East,NumBirds_South,NumBirds_West,Treatment,PiscPresenceAbsence,BirdPresenceAbsence,FishPresent
Year1,26.50000001,8,Evening,2023-12-28 Evening,2023-12-28 Evening 8,0,0,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 16:13,12/28/2023 16:53,12/28/2023 16:52,NA,NA,59,2,0.8,30.13,Decreasing,57,3,0.8,0.95,8,N,None,None,,10,10,10,100,NoFish,0,0,Present
Year1,26.50000001,8,Night,2023-12-28 Night,2023-12-28 Night 8,0,0,0,0,0,0,0,0,12/28/2023 16:09,12/28/2023 18:24,12/28/2023 17:58,12/28/2023 18:18,12/28/2023 16:52,NA,NA,52,3,0.8,30.13,Decreasing,52,3,0.8,0.95,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-01-03 Evening,2024-01-03 Evening 8,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 15:58,1/3/2024 16:48,1/3/2024 16:56,NA,NA,52,4,0.1,30.16,Increasing,51,3,0.1,0.5,1,N,None,None,,0,10,10,0,NoFish,0,0,Present
Year1,26.50000001,8,Night,2024-01-03 Night,2024-01-03 Night 8,0,0,0,0,0,0,0,0,1/3/2024 15:57,1/3/2024 18:21,1/3/2024 17:57,1/3/2024 18:17,1/3/2024 16:56,NA,NA,49,3,0.1,30.2,Increasing,49,3,0.1,0.5,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Morning,2024-01-05 Morning,2024-01-05 Morning 8,0,0,0,0,0,0,0,0,1/5/2024 7:22,1/5/2024 8:15,1/5/2024 7:25,1/5/2024 8:05,1/5/2024 7:25,NA,NA,39,5,0,30.33,Increasing,40,5,0,0.34,8,Y,None,None,Shooting heard from the west. Both egret and heron foraging briefly in the plots.,10,10,10,10,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-01-10 Evening,2024-01-10 Evening 8,1,0,0,0,0,0,0,0,1/10/2024 15:56,1/10/2024 18:27,1/10/2024 16:00,1/10/2024 16:40,1/10/2024 17:04,NA,NA,54,13,0.6,29.86,Decreasing,53,13,0.6,0,1,N,None,None,,10,10,100,0,NoFish,0,1,Present
Year1,26.50000001,8,Night,2024-01-10 Night,2024-01-10 Night 8,0,0,0,0,0,0,0,0,1/10/2024 15:56,1/10/2024 18:27,1/10/2024 18:04,1/10/2024 18:24,1/10/2024 17:04,NA,NA,51,11,0.6,29.85,Decreasing,50,11,0.6,0,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Morning,2024-01-11 Morning,2024-01-11 Morning 8,0,0,0,0,0,0,0,0,1/11/2024 7:10,1/11/2024 8:20,1/11/2024 7:10,1/11/2024 7:50,1/11/2024 7:24,NA,NA,34,6,0,30.12,Increasing,34,6,0,0,8,Y,None,None,Shooting to SW at 7:40. Decoys rearranged. Huge snow goose flock to the north.,10000,0,0,10,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-01-18 Evening,2024-01-18 Evening 8,0,0,0,0,0,0,0,0,1/18/2024 14:23,1/18/2024 18:35,1/18/2024 16:11,1/18/2024 16:51,1/18/2024 17:11,NA,NA,54,3,0.4,30.07,NA,52,3,0.4,0.59,1,N,None,None,Helping with fish sampling beforehand (plot disturbance).,10,10,10,10,NoFish,0,0,Present
Year1,26.50000001,8,Night,2024-01-18 Night,2024-01-18 Night 8,0,0,0,0,0,0,0,0,1/18/2024 14:23,1/18/2024 18:35,1/18/2024 18:12,1/18/2024 18:32,1/18/2024 17:11,NA,NA,50,3,0.4,30.07,NA,50,3,0.4,0.59,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Morning,2024-01-21 Morning,2024-01-21 Morning 8,2,2,0,0,0,0,0,0,1/21/2024 7:19,1/21/2024 8:10,1/21/2024 7:20,1/21/2024 8:00,1/21/2024 7:20,NA,NA,52,10,1,29.81,Increasing,52,10,1,0.84,8,N,Rain,None,,10,10,10,10,NoFish,1,1,Present
Year1,26.50000001,8,Morning,2024-01-25 Morning,2024-01-25 Morning 8,2,1,0,0,0,0,0,0,1/25/2024 7:20,1/25/2024 10:05,1/25/2024 7:20,1/25/2024 8:00,1/25/2024 7:18,NA,NA,46,2,0,30.18,Increasing,47,2,0,1,1,N,Fog,None,RWBL and BRBL near office,10,10,10,10,NoFish,1,1,Present
Year1,26.50000001,8,Evening,2024-01-26 Evening,2024-01-26 Evening 8,3,1,0,0,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 16:25,1/26/2024 17:05,1/26/2024 17:20,NA,NA,58,3,0.95,30.29,NA,58,3,0.95,0.98,1,N,None,None,,10,10,10,10,NoFish,1,1,Present
Year1,26.50000001,8,Night,2024-01-26 Night,2024-01-26 Night 8,0,0,0,0,0,0,0,0,1/26/2024 16:25,1/26/2024 18:40,1/26/2024 18:20,1/26/2024 18:40,1/26/2024 17:20,NA,NA,56,2,1,30.29,NA,55,2,1,0.98,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-02-01 Evening,2024-02-01 Evening 8,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 16:40,2/1/2024 17:20,2/1/2024 17:27,NA,NA,56,4,0.8,29.66,NA,54,4,0.7,0.58,8,N,None,None,,100,100,10,10,NoFish,0,0,Present
Year1,26.50000001,8,Night,2024-02-01 Night,2024-02-01 Night 8,0,0,0,0,0,0,0,0,2/1/2024 16:37,2/1/2024 18:45,2/1/2024 18:24,2/1/2024 18:44,2/1/2024 17:27,NA,NA,51,6,0.3,29.7,Increasing,51,6,0.3,0.57,8,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Morning,2024-02-02 Morning,2024-02-02 Morning 8,0,0,0,0,0,0,0,0,2/2/2024 7:08,2/2/2024 8:20,2/2/2024 7:08,2/2/2024 7:48,2/2/2024 7:11,NA,NA,46,7,0.9,29.83,Increasing,47,7,0.8,0.52,1,N,None,None,,100,100,10,10,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-02-06 Evening,2024-02-06 Evening 8,0,0,0,0,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 16:47,2/6/2024 17:27,2/6/2024 17:34,NA,NA,55,3,0.2,29.66,Decreasing,55,3,0.2,0.11,8,N,None,None,Killdeer bathing!,100,100,10,10,NoFish,0,0,Present
Year1,26.50000001,8,Night,2024-02-06 Night,2024-02-06 Night 8,0,0,0,0,0,0,0,0,2/6/2024 16:45,2/6/2024 18:54,2/6/2024 18:34,2/6/2024 18:54,2/6/2024 17:34,NA,NA,51,3,0.15,29.67,NA,51,3,0.15,0.11,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year1,26.50000001,8,Morning,2024-02-08 Morning,2024-02-08 Morning 8,1,0,0,0,0,0,0,0,2/8/2024 7:02,2/8/2024 8:21,2/8/2024 7:04,2/8/2024 7:44,2/8/2024 7:05,NA,NA,37,3,0.95,29.97,Increasing,39,3,0.7,0.02,8,N,None,None,"GWFG swimming through plots 6,7,8 at end of survey period.",10,10,10,100,NoFish,0,1,Present
Year1,26.50000001,8,Morning,2024-02-15 Morning,2024-02-15 Morning 8,0,0,0,0,0,0,0,0,2/15/2024 6:46,2/15/2024 7:35,2/15/2024 6:51,2/15/2024 7:31,2/15/2024 6:58,NA,NA,48,9,0.6,30.19,Increasing,48,9,0.6,0.38,8,N,None,None,"Killdeer displaying, active. GWFG returns, left plots and went across road as before.",10,10,10,100,NoFish,0,0,Present
Year1,26.50000001,8,Evening,2024-02-16 Evening,2024-02-16 Evening 8,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 17:18,2/16/2024 17:58,2/16/2024 17:45,NA,NA,57,2,0.95,30.08,Decreasing,54,3,1,0.54,1,N,None,None,,10,10,10,100,NoFish,0,0,Present
Year1,26.50000001,8,Night,2024-02-16 Night,2024-02-16 Night 8,0,0,0,0,0,0,0,0,2/16/2024 17:15,2/16/2024 19:10,2/16/2024 18:50,2/16/2024 19:10,2/16/2024 17:45,NA,NA,52,3,1,30.07,Decreasing,52,3,1,0.54,1,N,None,None,,NA,NA,NA,NA,NoFish,0,0,Present
Year2,15.24,1,Evening,2024-11-06 Evening,2024-11-06 Evening 1,0,0,0,0,0,0,0,0,11/6/2024 15:36,11/6/2024 18:23,11/6/2024 16:08,11/6/2024 16:48,11/6/2024 16:59,11/6/2024 15:56,11/6/2024 16:01,67.3,11.4,0,30,NA,65.5,6,0,0.3,1,N,None,None,No birds detected in plots on P.C.,100,10,10,10,Fish,0,0,Present
Year2,15.24,1,Night,2024-11-06 Night,2024-11-06 Night 1,0,0,0,0,0,0,0,0,11/6/2024 15:36,11/6/2024 18:23,11/6/2024 18:00,11/6/2024 18:20,11/6/2024 16:59,NA,NA,61,10,0,30,NA,61,6.7,0,0.3,1,N,None,None,No birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2024-11-14 Morning,2024-11-14 Morning 1,0,0,0,0,0,0,0,0,11/14/2024 6:31,11/14/2024 7:28,11/14/2024 6:35,11/14/2024 7:15,11/14/2024 6:49,11/14/2024 7:18,11/14/2024 7:23,48.6,2.7,0.1,30.08,NA,49,1.2,0.1,0.98,8,N,None,None,Ibis roost to the west. No birds detected on P.C.,0,0,0,1000,Fish,0,0,Present
Year2,15.24,1,Evening,2024-11-20 Evening,2024-11-20 Evening 1,1,0,0,0,0,0,0,0,11/20/2024 15:58,11/20/2024 18:10,11/20/2024 16:06,11/20/2024 16:46,11/20/2024 16:48,11/20/2024 16:00,11/20/2024 16:05,55.8,2.9,1,30.03,NA,53.2,2.9,1,0.7,8,N,Rain,None,No birds detected in plots on P.C.,0,10,10,10,Fish,0,1,Present
Year2,15.24,1,Night,2024-11-20 Night,2024-11-20 Night 1,0,0,0,0,0,0,0,0,11/20/2024 15:58,11/20/2024 18:10,11/20/2024 17:48,11/20/2024 18:08,11/20/2024 16:48,NA,NA,52,1,1,30.02,NA,51,1,1,0.7,8,N,Rain,None,No birds detected,NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2024-11-27 Morning,2024-11-27 Morning 1,22,0,0,0,0,0,0,0,11/27/2024 7:00,11/27/2024 7:57,11/27/2024 7:03,11/27/2024 7:43,11/27/2024 7:03,11/27/2024 7:44,11/27/2024 7:49,38,6.4,0,30.14,NA,40,1.3,0,0.09,8,Y,None,None,Frequent shots heard to the W.,10,10,10,10,Fish,0,1,Present
Year2,15.24,1,Evening,2024-12-11 Evening,2024-12-11 Evening 1,0,0,0,0,0,0,0,0,12/11/2024 15:52,12/11/2024 18:09,12/11/2024 16:00,12/11/2024 16:40,12/11/2024 16:44,12/11/2024 15:55,12/11/2024 16:00,53,1.3,0.9,30.05,Decreasing,54,0,0.9,0.87,8,N,None,None,No birds in plots during survey.,1000,100,10,100,Fish,0,0,Present
Year2,15.24,1,Night,2024-12-11 Night,2024-12-11 Night 1,0,0,0,0,0,0,0,0,12/11/2024 15:52,12/11/2024 18:09,12/11/2024 17:46,12/11/2024 18:06,12/11/2024 16:44,NA,NA,53,0.8,0.9,30.05,Decreasing,53,1,0.9,0.87,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2024-12-21 Morning,2024-12-21 Morning 1,0,0,0,0,0,0,0,0,12/21/2024 7:14,12/21/2024 8:06,12/21/2024 7:19,12/21/2024 7:59,12/21/2024 7:23,12/21/2024 8:00,12/21/2024 8:05,49.1,4.6,1,30.11,NA,52.3,0.7,1,0.62,8,Y,Fog,None,"Shooting to the W. SNEG flew in, wandered around as if foraging but did not catch anything.",100,100,10,1000,Fish,0,0,Present
Year2,15.24,1,Evening,2024-12-26 Evening,2024-12-26 Evening 1,0,0,0,0,0,0,0,0,12/26/2024 14:12,12/26/2024 18:17,12/26/2024 16:04,12/26/2024 16:44,12/26/2024 16:50,12/26/2024 15:58,12/26/2024 16:03,56,6.4,1,30.07,Decreasing,54.5,1,1,0.15,1,N,Rain,None,Checked trail cams beforehand. No birds detected on P.C.,100,100,100,100,Fish,0,0,Present
Year2,15.24,1,Night,2024-12-26 Night,2024-12-26 Night 1,0,0,0,0,0,0,0,0,12/26/2024 14:12,12/26/2024 18:17,12/26/2024 17:53,12/26/2024 18:13,12/26/2024 16:50,NA,NA,52,6,1,30.07,Decreasing,50,1,1,0.15,1,N,Rain,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2024-12-31 Morning,2024-12-31 Morning 1,54,3,0,0,0,0,0,0,12/31/2024 7:19,12/31/2024 8:15,12/31/2024 7:24,12/31/2024 8:04,12/31/2024 7:25,12/31/2024 8:06,12/31/2024 8:11,39,2.9,0.5,30.21,Increasing,41,3.2,0.2,0.01,8,Y,None,None,Shooting to NW. Bird activity increased after main P.C. concluded.,100,100,1000,1000,Fish,1,1,Present
Year2,15.24,1,Evening,2025-01-10 Evening,2025-01-10 Evening 1,5,1,1,10,9,1,10,9,1/10/2025 16:20,1/10/2025 18:31,1/10/2025 16:29,1/10/2025 17:09,1/10/2025 17:03,1/10/2025 16:24,1/10/2025 16:29,59,4,0,30.28,NA,57,3,0,0.91,8,N,None,None,"All GREG observations the same bird - visiited plots 1, 3, 4, 5, 7",1000,1000,100,10,Fish,1,1,Present
Year2,15.24,1,Night,2025-01-10 Night,2025-01-10 Night 1,0,0,0,0,0,0,0,0,1/10/2025 16:20,1/10/2025 18:31,1/10/2025 18:09,1/10/2025 18:29,1/10/2025 17:03,NA,NA,53,4,0,30.28,NA,53,3,0,0.91,1,N,None,None,"2+ Killdeer heard from Plots 1 or 2, too dark to see them on berm even with night scope.",NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2025-01-23 Morning,2025-01-23 Morning 1,5,0,3,6.166666667,3.166666667,0,0,0,1/23/2025 7:01,1/23/2025 7:54,1/23/2025 7:06,1/23/2025 7:46,1/23/2025 7:20,1/23/2025 7:47,1/23/2025 7:52,33,2,0,30.37,NA,34,3,0,0.33,8,Y,None,None,Shooting far to W.,10000,10,100,1000,Fish,0,1,Present
Year2,15.24,1,Evening,2025-01-24 Evening,2025-01-24 Evening 1,2,0,1,8,0,0,0,0,1/24/2025 16:34,1/24/2025 18:42,1/24/2025 16:40,1/24/2025 17:20,1/24/2025 17:18,1/24/2025 16:35,1/24/2025 16:40,58,3,0.2,30.37,Decreasing,55,3,0.3,0.21,8,N,None,None,"Many NSHO, NOPI, and AMWI have moved into fields to W.",1000,1000,100,1000,Fish,0,1,Present
Year2,15.24,1,Night,2025-01-24 Night,2025-01-24 Night 1,0,0,0,0,0,0,0,0,1/24/2025 16:34,1/24/2025 18:42,1/24/2025 18:20,1/24/2025 18:40,1/24/2025 17:18,NA,NA,51,3,0.2,29.89,Decreasing,51,3,0.2,0.21,1,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2025-01-31 Morning,2025-01-31 Morning 1,0,0,0,0,0,0,0,0,1/31/2025 7:13,1/31/2025 8:03,1/31/2025 7:15,1/31/2025 7:55,1/31/2025 7:13,1/31/2025 7:55,1/31/2025 8:00,45,6,1,30.24,NA,45,6,1,0.05,1,Y,Rain,None,Shooting to W. Light rain.,100,10,100,1000,Fish,0,0,Present
Year2,15.24,1,Evening,2025-02-07 Evening,2025-02-07 Evening 1,0,0,0,0,0,0,0,0,2/7/2025 17:05,2/7/2025 19:10,2/7/2025 17:05,2/7/2025 17:45,2/7/2025 17:35,2/7/2025 17:00,2/7/2025 17:05,53,3,0.2,30.21,Increasing,50,4,0.1,0.8,8,N,None,None,Way fewer birds than previous visit.,10,10,10,10,Fish,0,0,Present
Year2,15.24,1,Night,2025-02-07 Night,2025-02-07 Night 1,0,0,0,0,0,0,0,0,2/7/2025 17:05,2/7/2025 19:10,2/7/2025 18:45,2/7/2025 19:05,2/7/2025 17:35,NA,NA,48,4,0.1,30.22,Increasing,47,3,0.1,0.8,1,N,None,None,"KILL heard, too dark to determine plot. Water level VERY high.",NA,NA,NA,NA,Fish,0,0,Present
Year2,15.24,1,Morning,2025-02-12 Morning,2025-02-12 Morning 1,1,1,1,3,3,1,3,3,2/12/2025 7:00,2/12/2025 7:50,2/12/2025 7:03,2/12/2025 7:43,2/12/2025 7:01,2/12/2025 7:43,2/12/2025 7:48,31,4,0.2,29.93,NA,32,3,0.2,1,1,N,None,None,,10,10,10,100,Fish,1,1,Present
Year2,15.24,1,Evening,2025-02-17 Evening,2025-02-17 Evening 1,9,0,0,0,0,0,0,0,2/17/2025 16:42,2/17/2025 19:10,2/17/2025 16:53,2/17/2025 17:33,2/17/2025 17:46,2/17/2025 16:48,2/17/2025 16:53,57,2,0.4,30.07,Decreasing,56,2,0.4,0.74,8,N,None,None,,100,10,1000,100,Fish,0,1,Present
Year2,15.24,1,Night,2025-02-17 Night,2025-02-17 Night 1,1,0,0,0,0,0,0,0,2/17/2025 16:42,2/17/2025 19:10,2/17/2025 18:47,2/17/2025 19:07,2/17/2025 17:46,NA,NA,52,3,0.4,30.08,NA,51,1,0.4,0.74,1,N,None,None,Killdeer heard!,NA,NA,NA,NA,Fish,0,1,Present
Year2,17.78,2,Evening,2024-11-06 Evening,2024-11-06 Evening 2,0,0,0,0,0,0,0,0,11/6/2024 15:36,11/6/2024 18:23,11/6/2024 16:08,11/6/2024 16:48,11/6/2024 16:59,11/6/2024 15:56,11/6/2024 16:01,67.3,11.4,0,30,NA,65.5,6,0,0.3,1,N,None,None,No birds detected in plots on P.C.,100,10,10,10,NoFish,0,0,Present
Year2,17.78,2,Night,2024-11-06 Night,2024-11-06 Night 2,0,0,0,0,0,0,0,0,11/6/2024 15:36,11/6/2024 18:23,11/6/2024 18:00,11/6/2024 18:20,11/6/2024 16:59,NA,NA,61,10,0,30,NA,61,6.7,0,0.3,1,N,None,None,No birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2024-11-14 Morning,2024-11-14 Morning 2,0,0,0,0,0,0,0,0,11/14/2024 6:31,11/14/2024 7:28,11/14/2024 6:35,11/14/2024 7:15,11/14/2024 6:49,11/14/2024 7:18,11/14/2024 7:23,48.6,2.7,0.1,30.08,NA,49,1.2,0.1,0.98,8,N,None,None,Ibis roost to the west. No birds detected on P.C.,0,0,0,1000,NoFish,0,0,Present
Year2,17.78,2,Evening,2024-11-20 Evening,2024-11-20 Evening 2,0,0,0,0,0,0,0,0,11/20/2024 15:58,11/20/2024 18:10,11/20/2024 16:06,11/20/2024 16:46,11/20/2024 16:48,11/20/2024 16:00,11/20/2024 16:05,55.8,2.9,1,30.03,NA,53.2,2.9,1,0.7,8,N,Rain,None,No birds detected in plots on P.C.,0,10,10,10,NoFish,0,0,Present
Year2,17.78,2,Night,2024-11-20 Night,2024-11-20 Night 2,0,0,0,0,0,0,0,0,11/20/2024 15:58,11/20/2024 18:10,11/20/2024 17:48,11/20/2024 18:08,11/20/2024 16:48,NA,NA,52,1,1,30.02,NA,51,1,1,0.7,8,N,Rain,None,No birds detected,NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2024-11-27 Morning,2024-11-27 Morning 2,0,0,0,0,0,0,0,0,11/27/2024 7:00,11/27/2024 7:57,11/27/2024 7:03,11/27/2024 7:43,11/27/2024 7:03,11/27/2024 7:44,11/27/2024 7:49,38,6.4,0,30.14,NA,40,1.3,0,0.09,8,Y,None,None,Frequent shots heard to the W.,10,10,10,10,NoFish,0,0,Present
Year2,17.78,2,Evening,2024-12-11 Evening,2024-12-11 Evening 2,0,0,0,0,0,0,0,0,12/11/2024 15:52,12/11/2024 18:09,12/11/2024 16:00,12/11/2024 16:40,12/11/2024 16:44,12/11/2024 15:55,12/11/2024 16:00,53,1.3,0.9,30.05,Decreasing,54,0,0.9,0.87,8,N,None,None,No birds in plots during survey.,1000,100,10,100,NoFish,0,0,Present
Year2,17.78,2,Night,2024-12-11 Night,2024-12-11 Night 2,0,0,0,0,0,0,0,0,12/11/2024 15:52,12/11/2024 18:09,12/11/2024 17:46,12/11/2024 18:06,12/11/2024 16:44,NA,NA,53,0.8,0.9,30.05,Decreasing,53,1,0.9,0.87,8,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2024-12-21 Morning,2024-12-21 Morning 2,0,0,0,0,0,0,0,0,12/21/2024 7:14,12/21/2024 8:06,12/21/2024 7:19,12/21/2024 7:59,12/21/2024 7:23,12/21/2024 8:00,12/21/2024 8:05,49.1,4.6,1,30.11,NA,52.3,0.7,1,0.62,8,Y,Fog,None,"Shooting to the W. SNEG flew in, wandered around as if foraging but did not catch anything.",100,100,10,1000,NoFish,0,0,Present
Year2,17.78,2,Evening,2024-12-26 Evening,2024-12-26 Evening 2,1,1,0,0,0,0,0,0,12/26/2024 14:12,12/26/2024 18:17,12/26/2024 16:04,12/26/2024 16:44,12/26/2024 16:50,12/26/2024 15:58,12/26/2024 16:03,56,6.4,1,30.07,Decreasing,54.5,1,1,0.15,1,N,Rain,None,Checked trail cams beforehand. No birds detected on P.C.,100,100,100,100,NoFish,1,1,Present
Year2,17.78,2,Night,2024-12-26 Night,2024-12-26 Night 2,0,0,0,0,0,0,0,0,12/26/2024 14:12,12/26/2024 18:17,12/26/2024 17:53,12/26/2024 18:13,12/26/2024 16:50,NA,NA,52,6,1,30.07,Decreasing,50,1,1,0.15,1,N,Rain,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2024-12-31 Morning,2024-12-31 Morning 2,30,3,0,0,0,0,0,0,12/31/2024 7:19,12/31/2024 8:15,12/31/2024 7:24,12/31/2024 8:04,12/31/2024 7:25,12/31/2024 8:06,12/31/2024 8:11,39,2.9,0.5,30.21,Increasing,41,3.2,0.2,0.01,8,Y,None,None,Shooting to NW. Bird activity increased after main P.C. concluded.,100,100,1000,1000,NoFish,1,1,Present
Year2,17.78,2,Evening,2025-01-10 Evening,2025-01-10 Evening 2,0,0,0,0,0,0,0,0,1/10/2025 16:20,1/10/2025 18:31,1/10/2025 16:29,1/10/2025 17:09,1/10/2025 17:03,1/10/2025 16:24,1/10/2025 16:29,59,4,0,30.28,NA,57,3,0,0.91,8,N,None,None,"All GREG observations the same bird - visiited plots 1, 3, 4, 5, 7",1000,1000,100,10,NoFish,0,0,Present
Year2,17.78,2,Night,2025-01-10 Night,2025-01-10 Night 2,0,0,0,0,0,0,0,0,1/10/2025 16:20,1/10/2025 18:31,1/10/2025 18:09,1/10/2025 18:29,1/10/2025 17:03,NA,NA,53,4,0,30.28,NA,53,3,0,0.91,1,N,None,None,"2+ Killdeer heard from Plots 1 or 2, too dark to see them on berm even with night scope.",NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2025-01-23 Morning,2025-01-23 Morning 2,1,1,0,0,0,0,0,0,1/23/2025 7:01,1/23/2025 7:54,1/23/2025 7:06,1/23/2025 7:46,1/23/2025 7:20,1/23/2025 7:47,1/23/2025 7:52,33,2,0,30.37,NA,34,3,0,0.33,8,Y,None,None,Shooting far to W.,10000,10,100,1000,NoFish,1,1,Present
Year2,17.78,2,Evening,2025-01-24 Evening,2025-01-24 Evening 2,0,0,0,0,0,0,0,0,1/24/2025 16:34,1/24/2025 18:42,1/24/2025 16:40,1/24/2025 17:20,1/24/2025 17:18,1/24/2025 16:35,1/24/2025 16:40,58,3,0.2,30.37,Decreasing,55,3,0.3,0.21,8,N,None,None,"Many NSHO, NOPI, and AMWI have moved into fields to W.",1000,1000,100,1000,NoFish,0,0,Present
Year2,17.78,2,Night,2025-01-24 Night,2025-01-24 Night 2,0,0,0,0,0,0,0,0,1/24/2025 16:34,1/24/2025 18:42,1/24/2025 18:20,1/24/2025 18:40,1/24/2025 17:18,NA,NA,51,3,0.2,29.89,Decreasing,51,3,0.2,0.21,1,N,None,None,Night survey no birds detected.,NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2025-01-31 Morning,2025-01-31 Morning 2,2,0,2,5.25,0,0,0,0,1/31/2025 7:13,1/31/2025 8:03,1/31/2025 7:15,1/31/2025 7:55,1/31/2025 7:13,1/31/2025 7:55,1/31/2025 8:00,45,6,1,30.24,NA,45,6,1,0.05,1,Y,Rain,None,Shooting to W. Light rain.,100,10,100,1000,NoFish,0,1,Present
Year2,17.78,2,Evening,2025-02-07 Evening,2025-02-07 Evening 2,0,0,0,0,0,0,0,0,2/7/2025 17:05,2/7/2025 19:10,2/7/2025 17:05,2/7/2025 17:45,2/7/2025 17:35,2/7/2025 17:00,2/7/2025 17:05,53,3,0.2,30.21,Increasing,50,4,0.1,0.8,8,N,None,None,Way fewer birds than previous visit.,10,10,10,10,NoFish,0,0,Present
Year2,17.78,2,Night,2025-02-07 Night,2025-02-07 Night 2,0,0,0,0,0,0,0,0,2/7/2025 17:05,2/7/2025 19:10,2/7/2025 18:45,2/7/2025 19:05,2/7/2025 17:35,NA,NA,48,4,0.1,30.22,Increasing,47,3,0.1,0.8,1,N,None,None,"KILL heard, too dark to determine plot. Water level VERY high.",NA,NA,NA,NA,NoFish,0,0,Present
Year2,17.78,2,Morning,2025-02-12 Morning,2025-02-12 Morning 2,0,0,0,0,0,0,0,0,2/12/2025 7:00,2/12/2025 7:50,2/12/2025 7:03,2/12/2025 7:43,2/12/2025 7:01,2/12/2025 7:43,2/12/2025 7:48,31,4,0.2,29.93,NA,32,3,0.2,1,1,N,None,None,,10,10,10,100,NoFish,0,0,Present
Year2,17.78,2,Evening,2025-02-17 Evening,2025-02-17 Evening 2,0,0,0,0,0,0,0,0,2/17/2025 16:42,2/17/2025 19:10,2/17/2025 16:53,2/17/2025 17:33,2/17/2025 17:46,2/17/2025 16:48,2/17/2025 16:53,57,2,0.4,30.07,Decreasing,56,2,0.4,0.74,8,N,None,None,,100,10,1000,100,NoFish,0,0,Present
Year2,17.78,2,Night,2025-02-17 Night,2025-02-17 Night 2,0,0,0,0,0,0,0,0,2/17/2025 16:42,2/17/2025 19:10,2/17/2025 18:47,2/17/2025 19:07,2/17/2025 17:46,NA,NA,52,3,0.4,30.08,NA,51,1,0.4,0.74,1,N,None,None,Killdeer heard!,NA,NA,NA,NA,NoFish,0,0,Present
Year2,21.59,3,Evening,2024-11-06 Evening,2024-11-06 Evening 3,1,0,0,0,0,0,0,0,11/6/2024 15:36,11/6/2024 18:23,11/6/2024 16:08,11/6/2024 16:48,11/6/2024 16:59,11/6/2024 15:56,11/6/2024 16:01,67.3,11.4,0,30,NA,65.5,6,0,0.3,1,N,None,None,No birds detected in plots on P.C.,100,10,10,10,NoFish,0,1,Present
